地区	指标	地区名	指标名	2009	2010	2011	2012	2013	2014	2015	2016	2017
610000	A070704	陕西省	单位工业增加值能耗(规模以上当量值)_同比增长	-5.82	na_rep	-5.6	na_rep	na_rep	na_rep	-2.7	na_rep	na_rep
610000	A070705	陕西省	单位地区生产总值电耗(等价值)	1078.51	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
610000	A070706	陕西省	单位地区生产总值电耗(等价值)_同比增长	-7.98	na_rep	0.38	na_rep	na_rep	na_rep	-7.7	na_rep	na_rep
620000	A070609	甘肃省	电力消费量	705.5127	804.43	923.4465	994.6	1073.2	1095.48	1098.7197	1065.1525	1164.366
620000	A070701	甘肃省	单位地区生产总值能耗(等价值)	1.864	1.801	1.402	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
620000	A070702	甘肃省	单位地区生产总值能耗(等价值)_同比增长	-6.97	na_rep	-2.51	na_rep	na_rep	na_rep	-7.46	na_rep	na_rep
620000	A070703	甘肃省	单位工业增加值能耗(规模以上当量值)	3.53	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
620000	A070704	甘肃省	单位工业增加值能耗(规模以上当量值)_同比增长	-12.84	na_rep	-1.96	na_rep	na_rep	na_rep	-10.66	na_rep	na_rep
620000	A070705	甘肃省	单位地区生产总值电耗(等价值)	2398.81	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
620000	A070706	甘肃省	单位地区生产总值电耗(等价值)_同比增长	-5.55	na_rep	2.07	na_rep	na_rep	na_rep	-7.2	na_rep	na_rep
630000	A070609	青海省	电力消费量	337.2368	465.18	560.6835	602.2	676.3	723.21	657.9958	637.5124	687.0145
630000	A070701	青海省	单位地区生产总值能耗(等价值)	2.6889999999999996	2.55	2.081	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
630000	A070702	青海省	单位地区生产总值能耗(等价值)_同比增长	-6.46	na_rep	9.44	na_rep	na_rep	na_rep	-4.26	na_rep	na_rep
630000	A070703	青海省	单位工业增加值能耗(规模以上当量值)	2.9360000000000004	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
630000	A070704	青海省	单位工业增加值能耗(规模以上当量值)_同比增长	-9.46	na_rep	9.62	na_rep	na_rep	na_rep	-5.49	na_rep	na_rep
630000	A070705	青海省	单位地区生产总值电耗(等价值)	3862.12	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
630000	A070706	青海省	单位地区生产总值电耗(等价值)_同比增长	-2.24	na_rep	6.24	na_rep	na_rep	na_rep	-15.89	na_rep	na_rep
640000	A070609	宁夏回族自治区	电力消费量	462.9585	546.77	724.5393	741.8	811.2	848.75	878.3285	886.9108	978.3029
640000	A070701	宁夏回族自治区	单位地区生产总值能耗(等价值)	3.4539999999999997	3.3080000000000003	2.279	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
640000	A070702	宁夏回族自治区	单位地区生产总值能耗(等价值)_同比增长	-6.26	na_rep	4.6	na_rep	na_rep	na_rep	1.2	na_rep	na_rep
640000	A070703	宁夏回族自治区	单位工业增加值能耗(规模以上当量值)	6.5089999999999995	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
640000	A070704	宁夏回族自治区	单位工业增加值能耗(规模以上当量值)_同比增长	-8.71	na_rep	14.72	na_rep	na_rep	na_rep	-2.96	na_rep	na_rep
640000	A070705	宁夏回族自治区	单位地区生产总值电耗(等价值)	4720.74	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
640000	A070706	宁夏回族自治区	单位地区生产总值电耗(等价值)_同比增长	-5.9	na_rep	18.36	na_rep	na_rep	na_rep	-4.16	na_rep	na_rep
650000	A070609	新疆维吾尔自治区	电力消费量	547.8766	661.96	839.1044	1151.5	1539.8	1900.24	2160.3427	2316.4552	2000.9378
650000	A070701	新疆维吾尔自治区	单位地区生产总值能耗(等价值)	1.9340000000000002	na_rep	1.631	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
650000	A070702	新疆维吾尔自治区	单位地区生产总值能耗(等价值)_同比增长	-1.53	na_rep	6.96	na_rep	na_rep	na_rep	-3.63	na_rep	na_rep
650000	A070703	新疆维吾尔自治区	单位工业增加值能耗(规模以上当量值)	3.095	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
650000	A070704	新疆维吾尔自治区	单位工业增加值能耗(规模以上当量值)_同比增长	-1.72	na_rep	9.28	na_rep	na_rep	na_rep	-2.95	na_rep	na_rep
650000	A070705	新疆维吾尔自治区	单位地区生产总值电耗(等价值)	1408.2	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep	na_rep
650000	A070706	新疆维吾尔自治区	单位地区生产总值电耗(等价值)_同比增长	5.73	na_rep	14.69	na_rep	na_rep	na_rep	2.75	na_rep	na_rep
